File_Size_Bytes,Attributes,CPU_State,Memory_State,Network,Avail_CPU_%,Avail_Memory_%,Full_Execution_Time_s,Partial_RP1_Time_s,Transmission_Time_s,Partial_RP2_Time_s,Partial_Total_Time_s,Offload_Decision
1,2,Critical,Idle,WLAN,5.868890499614787,74.43917099796352,0.07654047012329102,0.07129359245300293,0.050007800000000005,0.011796225252612936,0.13309761770561587,0
1,2,Critical,Medium,LAN,13.975225084680002,26.062721490191137,0.07834100723266602,0.07082486152648926,0.0100039,0.019521735129580373,0.10035049665606963,0
1,2,Critical,Medium,WLAN,7.489581987816671,27.791678261615,0.0759897232055664,0.07094526290893555,0.050007800000000005,0.01460125912074691,0.13555432202968246,0
1,2,Critical,Critical,LAN,1.0847383381694042,3.7258149155665787,0.07623648643493652,0.07034540176391602,0.0100039,0.01162226475729456,0.09197156652121058,0
1,2,Critical,Critical,WLAN,6.420912844963535,15.313873562341778,0.07770895957946777,0.0704951286315918,0.050007600000000006,0.00535325208171856,0.12585598071331036,0
1,4,Idle,Idle,LAN,67.70080424245398,77.90525632432025,0.09281468391418457,0.08305668830871582,0.0100039,0.008847710495788782,0.1019082988045046,0
1,4,Idle,Idle,WLAN,75.1964056245206,70.91588416349033,0.09456419944763184,0.07259559631347656,0.050007800000000005,0.011767540394384907,0.1343709367078615,0
1,4,Idle,Medium,LAN,58.13990279663941,24.06164913343219,0.09495735168457031,0.07242918014526367,0.0100039,0.0166755598839725,0.09910864002923617,0
1,4,Idle,Medium,WLAN,55.0097817232659,32.28471897139036,0.09361600875854492,0.07158732414245605,0.050007800000000005,0.016923859547739267,0.13851898369019533,0
1,4,Idle,Critical,LAN,78.6847257927399,6.137541179150521,0.09390902519226074,0.07186722755432129,0.0100039,0.016509129758064255,0.09838025731238553,0
1,4,Idle,Critical,WLAN,76.83814447780675,19.514694252126542,0.09366393089294434,0.07225942611694336,0.050007800000000005,0.007958618290887733,0.1302258444078311,0
1,4,Medium,Idle,LAN,25.035437637577584,71.87994602525083,0.09376740455627441,0.07213664054870605,0.0100039,0.012912632373805782,0.09505317292251184,0
1,4,Medium,Idle,WLAN,48.61477131554014,72.41189118173132,0.10409331321716309,0.07229876518249512,0.050007800000000005,0.015059061857461843,0.13736562703995697,0
1,4,Medium,Medium,LAN,48.00550582375196,34.84444156530095,0.09469485282897949,0.07282638549804688,0.0100039,0.01950936580372791,0.10233965130177478,0
1,4,Medium,Medium,WLAN,31.76654420794204,49.999635154758735,0.09504318237304688,0.07199764251708984,0.050007800000000005,0.009651609926305482,0.13165705244339532,0
1,4,Medium,Critical,LAN,42.81419293901588,6.936836378722269,0.09389972686767578,0.07216596603393555,0.0100039,0.013891126708900848,0.09606099274283639,0
1,4,Medium,Critical,WLAN,24.912388656830384,1.5927489186435784,0.09351921081542969,0.07274413108825684,0.050007800000000005,0.005586840706082818,0.12833877179433967,0
1,4,Critical,Idle,LAN,11.870175339900332,72.60365319588705,0.09402179718017578,0.07304501533508301,0.0100039,0.01836717575568056,0.10141609109076356,0
1,4,Critical,Idle,WLAN,11.14458075898288,52.38463955498989,0.09452295303344727,0.08029985427856445,0.050007800000000005,0.006884326811222455,0.1371919810897869,0
1,4,Critical,Medium,LAN,14.370690458142004,26.65048826135107,0.0959465503692627,0.07263827323913574,0.0100039,0.01932430122577062,0.10196647446490636,0
1,4,Critical,Medium,WLAN,13.777737554069256,35.72834360620017,0.09563088417053223,0.07152533531188965,0.050007800000000005,0.006649978431311447,0.1281831137432011,0
